event_id,event_campaign_id,exposure_id,contract_id,matching_rule,geography_basis,category_proxy,source_url,published_date,evidence_summary
EVT-2022-001,CAMPAIGN-EU-SANCTIONS-2022,BOE-02938,2022/EA24/00000198E.,trade_restriction_sectoral_scope,national,energy and public procurement,https://www.consilium.europa.eu/en/press/press-releases/2022/04/08/eu-adopts-fifth-round-of-sanctions-against-russia-over-its-military-aggression-against-ukraine/,2022-04-08,The Council announced a fifth package of measures including restrictions affecting Russian imports and public procurement participation.
EVT-2022-001,CAMPAIGN-EU-SANCTIONS-2022,BOE-02965,2022/EA24/00000198E.,trade_restriction_sectoral_scope,national,energy and public procurement,https://www.consilium.europa.eu/en/press/press-releases/2022/04/08/eu-adopts-fifth-round-of-sanctions-against-russia-over-its-military-aggression-against-ukraine/,2022-04-08,The Council announced a fifth package of measures including restrictions affecting Russian imports and public procurement participation.
EVT-2022-001,CAMPAIGN-EU-SANCTIONS-2022,BOE-02966,2022/EA24/00000198E.,trade_restriction_sectoral_scope,national,energy and public procurement,https://www.consilium.europa.eu/en/press/press-releases/2022/04/08/eu-adopts-fifth-round-of-sanctions-against-russia-over-its-military-aggression-against-ukraine/,2022-04-08,The Council announced a fifth package of measures including restrictions affecting Russian imports and public procurement participation.
EVT-2022-001,CAMPAIGN-EU-SANCTIONS-2022,BOE-02968,2022/EA24/00000198E.,trade_restriction_sectoral_scope,national,energy and public procurement,https://www.consilium.europa.eu/en/press/press-releases/2022/04/08/eu-adopts-fifth-round-of-sanctions-against-russia-over-its-military-aggression-against-ukraine/,2022-04-08,The Council announced a fifth package of measures including restrictions affecting Russian imports and public procurement participation.
EVT-2022-001,CAMPAIGN-EU-SANCTIONS-2022,BOE-02988,50/PN-13/22T.,trade_restriction_sectoral_scope,national,energy and public procurement,https://www.consilium.europa.eu/en/press/press-releases/2022/04/08/eu-adopts-fifth-round-of-sanctions-against-russia-over-its-military-aggression-against-ukraine/,2022-04-08,The Council announced a fifth package of measures including restrictions affecting Russian imports and public procurement participation.
EVT-2022-001,CAMPAIGN-EU-SANCTIONS-2022,BOE-03081,MSA220009.,trade_restriction_sectoral_scope,national,energy and public procurement,https://www.consilium.europa.eu/en/press/press-releases/2022/04/08/eu-adopts-fifth-round-of-sanctions-against-russia-over-its-military-aggression-against-ukraine/,2022-04-08,The Council announced a fifth package of measures including restrictions affecting Russian imports and public procurement participation.
EVT-2022-001,CAMPAIGN-EU-SANCTIONS-2022,BOE-03217,MS220037.,trade_restriction_sectoral_scope,national,energy and public procurement,https://www.consilium.europa.eu/en/press/press-releases/2022/04/08/eu-adopts-fifth-round-of-sanctions-against-russia-over-its-military-aggression-against-ukraine/,2022-04-08,The Council announced a fifth package of measures including restrictions affecting Russian imports and public procurement participation.
EVT-2022-001,CAMPAIGN-EU-SANCTIONS-2022,BOE-03570,2022/0295PA.,trade_restriction_sectoral_scope,national,energy and public procurement,https://www.consilium.europa.eu/en/press/press-releases/2022/04/08/eu-adopts-fifth-round-of-sanctions-against-russia-over-its-military-aggression-against-ukraine/,2022-04-08,The Council announced a fifth package of measures including restrictions affecting Russian imports and public procurement participation.
EVT-2022-001,CAMPAIGN-EU-SANCTIONS-2022,BOE-03830,190/2022.,trade_restriction_sectoral_scope,national,energy and public procurement,https://www.consilium.europa.eu/en/press/press-releases/2022/04/08/eu-adopts-fifth-round-of-sanctions-against-russia-over-its-military-aggression-against-ukraine/,2022-04-08,The Council announced a fifth package of measures including restrictions affecting Russian imports and public procurement participation.
EVT-2022-001,CAMPAIGN-EU-SANCTIONS-2022,BOE-03949,482022PA1003.,trade_restriction_sectoral_scope,national,energy and public procurement,https://www.consilium.europa.eu/en/press/press-releases/2022/04/08/eu-adopts-fifth-round-of-sanctions-against-russia-over-its-military-aggression-against-ukraine/,2022-04-08,The Council announced a fifth package of measures including restrictions affecting Russian imports and public procurement participation.
EVT-2022-001,CAMPAIGN-EU-SANCTIONS-2022,BOE-03988,582022044000.,trade_restriction_sectoral_scope,national,energy and public procurement,https://www.consilium.europa.eu/en/press/press-releases/2022/04/08/eu-adopts-fifth-round-of-sanctions-against-russia-over-its-military-aggression-against-ukraine/,2022-04-08,The Council announced a fifth package of measures including restrictions affecting Russian imports and public procurement participation.
EVT-2022-001,CAMPAIGN-EU-SANCTIONS-2022,BOE-04051,202200000073.,trade_restriction_sectoral_scope,national,energy and public procurement,https://www.consilium.europa.eu/en/press/press-releases/2022/04/08/eu-adopts-fifth-round-of-sanctions-against-russia-over-its-military-aggression-against-ukraine/,2022-04-08,The Council announced a fifth package of measures including restrictions affecting Russian imports and public procurement participation.
EVT-2022-001,CAMPAIGN-EU-SANCTIONS-2022,BOE-04126,020120220084.,trade_restriction_sectoral_scope,national,energy and public procurement,https://www.consilium.europa.eu/en/press/press-releases/2022/04/08/eu-adopts-fifth-round-of-sanctions-against-russia-over-its-military-aggression-against-ukraine/,2022-04-08,The Council announced a fifth package of measures including restrictions affecting Russian imports and public procurement participation.
EVT-2022-001,CAMPAIGN-EU-SANCTIONS-2022,BOE-04396,22A80050400.,trade_restriction_sectoral_scope,national,energy and public procurement,https://www.consilium.europa.eu/en/press/press-releases/2022/04/08/eu-adopts-fifth-round-of-sanctions-against-russia-over-its-military-aggression-against-ukraine/,2022-04-08,The Council announced a fifth package of measures including restrictions affecting Russian imports and public procurement participation.
EVT-2022-001,CAMPAIGN-EU-SANCTIONS-2022,BOE-04415,2022/32/CM.,trade_restriction_sectoral_scope,national,energy and public procurement,https://www.consilium.europa.eu/en/press/press-releases/2022/04/08/eu-adopts-fifth-round-of-sanctions-against-russia-over-its-military-aggression-against-ukraine/,2022-04-08,The Council announced a fifth package of measures including restrictions affecting Russian imports and public procurement participation.
EVT-2022-001,CAMPAIGN-EU-SANCTIONS-2022,BOE-04445,542/2022.,trade_restriction_sectoral_scope,national,energy and public procurement,https://www.consilium.europa.eu/en/press/press-releases/2022/04/08/eu-adopts-fifth-round-of-sanctions-against-russia-over-its-military-aggression-against-ukraine/,2022-04-08,The Council announced a fifth package of measures including restrictions affecting Russian imports and public procurement participation.
EVT-2022-001,CAMPAIGN-EU-SANCTIONS-2022,BOE-04470,122/22.,trade_restriction_sectoral_scope,national,energy and public procurement,https://www.consilium.europa.eu/en/press/press-releases/2022/04/08/eu-adopts-fifth-round-of-sanctions-against-russia-over-its-military-aggression-against-ukraine/,2022-04-08,The Council announced a fifth package of measures including restrictions affecting Russian imports and public procurement participation.
EVT-2022-001,CAMPAIGN-EU-SANCTIONS-2022,BOE-04521,S-09/21-02.,trade_restriction_sectoral_scope,national,energy and public procurement,https://www.consilium.europa.eu/en/press/press-releases/2022/04/08/eu-adopts-fifth-round-of-sanctions-against-russia-over-its-military-aggression-against-ukraine/,2022-04-08,The Council announced a fifth package of measures including restrictions affecting Russian imports and public procurement participation.
EVT-2022-001,CAMPAIGN-EU-SANCTIONS-2022,BOE-04553,027/22-SM.,trade_restriction_sectoral_scope,national,energy and public procurement,https://www.consilium.europa.eu/en/press/press-releases/2022/04/08/eu-adopts-fifth-round-of-sanctions-against-russia-over-its-military-aggression-against-ukraine/,2022-04-08,The Council announced a fifth package of measures including restrictions affecting Russian imports and public procurement participation.
EVT-2022-001,CAMPAIGN-EU-SANCTIONS-2022,BOE-04556,543/2022.,trade_restriction_sectoral_scope,national,energy and public procurement,https://www.consilium.europa.eu/en/press/press-releases/2022/04/08/eu-adopts-fifth-round-of-sanctions-against-russia-over-its-military-aggression-against-ukraine/,2022-04-08,The Council announced a fifth package of measures including restrictions affecting Russian imports and public procurement participation.
EVT-2022-001,CAMPAIGN-EU-SANCTIONS-2022,BOE-04606,562/2022.,trade_restriction_sectoral_scope,national,energy and public procurement,https://www.consilium.europa.eu/en/press/press-releases/2022/04/08/eu-adopts-fifth-round-of-sanctions-against-russia-over-its-military-aggression-against-ukraine/,2022-04-08,The Council announced a fifth package of measures including restrictions affecting Russian imports and public procurement participation.
EVT-2022-001,CAMPAIGN-EU-SANCTIONS-2022,BOE-04640,EM22-718.,trade_restriction_sectoral_scope,national,energy and public procurement,https://www.consilium.europa.eu/en/press/press-releases/2022/04/08/eu-adopts-fifth-round-of-sanctions-against-russia-over-its-military-aggression-against-ukraine/,2022-04-08,The Council announced a fifth package of measures including restrictions affecting Russian imports and public procurement participation.
EVT-2022-001,CAMPAIGN-EU-SANCTIONS-2022,BOE-04802,202201000149.,trade_restriction_sectoral_scope,national,energy and public procurement,https://www.consilium.europa.eu/en/press/press-releases/2022/04/08/eu-adopts-fifth-round-of-sanctions-against-russia-over-its-military-aggression-against-ukraine/,2022-04-08,The Council announced a fifth package of measures including restrictions affecting Russian imports and public procurement participation.
EVT-2022-001,CAMPAIGN-EU-SANCTIONS-2022,BOE-04836,13/22.,trade_restriction_sectoral_scope,national,energy and public procurement,https://www.consilium.europa.eu/en/press/press-releases/2022/04/08/eu-adopts-fifth-round-of-sanctions-against-russia-over-its-military-aggression-against-ukraine/,2022-04-08,The Council announced a fifth package of measures including restrictions affecting Russian imports and public procurement participation.
EVT-2022-001,CAMPAIGN-EU-SANCTIONS-2022,BOE-05147,2022/077-S.,trade_restriction_sectoral_scope,national,energy and public procurement,https://www.consilium.europa.eu/en/press/press-releases/2022/04/08/eu-adopts-fifth-round-of-sanctions-against-russia-over-its-military-aggression-against-ukraine/,2022-04-08,The Council announced a fifth package of measures including restrictions affecting Russian imports and public procurement participation.
EVT-2022-001,CAMPAIGN-EU-SANCTIONS-2022,BOE-05153,2022/AR42U/00000434E.,trade_restriction_sectoral_scope,national,energy and public procurement,https://www.consilium.europa.eu/en/press/press-releases/2022/04/08/eu-adopts-fifth-round-of-sanctions-against-russia-over-its-military-aggression-against-ukraine/,2022-04-08,The Council announced a fifth package of measures including restrictions affecting Russian imports and public procurement participation.
EVT-2022-001,CAMPAIGN-EU-SANCTIONS-2022,BOE-05174,24/VC-306/22.,trade_restriction_sectoral_scope,national,energy and public procurement,https://www.consilium.europa.eu/en/press/press-releases/2022/04/08/eu-adopts-fifth-round-of-sanctions-against-russia-over-its-military-aggression-against-ukraine/,2022-04-08,The Council announced a fifth package of measures including restrictions affecting Russian imports and public procurement participation.
EVT-2022-001,CAMPAIGN-EU-SANCTIONS-2022,BOE-05175,09/UC-2/23.,trade_restriction_sectoral_scope,national,energy and public procurement,https://www.consilium.europa.eu/en/press/press-releases/2022/04/08/eu-adopts-fifth-round-of-sanctions-against-russia-over-its-military-aggression-against-ukraine/,2022-04-08,The Council announced a fifth package of measures including restrictions affecting Russian imports and public procurement participation.
EVT-2024-001,CAMPAIGN-RED-SEA-2024,BOE-19233,MS240027.,logistics_transport_category,international_only,transport and logistics,https://www.imo.org/en/mediacentre/pages/whatsnew-2023.aspx,2024-01-04,The IMO Secretary-General condemned attacks on commercial shipping and described their implications for seafarers ships cargoes and trade routes.
EVT-2024-002,CAMPAIGN-RED-SEA-2024,BOE-19233,MS240027.,logistics_transport_category,international_only,transport and logistics,https://www.imo.org/en/mediacentre/pressbriefings/pages/imo-msc-resolution-red-sea.aspx,2024-05-24,The IMO reported continuing attacks on commercial vessels and called for careful assessment of the unpredictability of events when considering transit plans.
